Angle_of_Attack,Cut_Angle,Opening_Percent,Status,CL,CD,L_over_D
10.0,120.0,11.0,PASS,0.7571347951889038,0.3908216953277588,1.9372895728164223
10.0,120.0,12.0,PASS,0.6114284992218018,0.37012672424316406,1.6519436700282912
10.0,120.0,13.0,PASS,0.2614962160587311,0.36384233832359314,0.7187074963941175
10.0,120.0,14.000000000000002,PASS,0.2458491027355194,0.365266889333725,0.6730670365002619
10.0,120.0,15.0,PASS,0.2811965346336365,0.36573415994644165,0.7688549920379739
10.0,120.0,16.0,PASS,0.15518781542778015,0.4099973440170288,0.3785093188831355
10.0,125.0,1.0,PASS,0.6679871678352356,0.22893960773944855,2.9177440043291156
10.0,125.0,2.0,PASS,0.7214744091033936,0.23838041722774506,3.026567439950857
10.0,125.0,3.0,PASS,0.5241841673851013,0.2377077043056488,2.2051627182899214
10.0,125.0,4.0,PASS,0.6360694169998169,0.23017597198486328,2.763404935427603
10.0,125.0,5.0,PASS,0.7426718473434448,0.27569589018821716,2.6938081914693175
10.0,125.0,6.0,PASS,0.8633371591567993,0.2766711413860321,3.120445286891007
10.0,125.0,7.000000000000001,PASS,0.8165113925933838,0.31515055894851685,2.5908613182144777
10.0,125.0,8.0,PASS,0.8268498182296753,0.3327506184577942,2.4848934077474967
10.0,125.0,9.0,PASS,0.7432283163070679,0.35610231757164,2.087120132706091
10.0,125.0,10.0,PASS,0.592801570892334,0.32813283801078796,1.806590204400221
10.0,125.0,11.0,PASS,0.5977208614349365,0.32960376143455505,1.813452792023485
10.0,125.0,12.0,PASS,0.5332011580467224,0.36465057730674744,1.4622249112694772
10.0,125.0,13.0,PASS,0.3825986087322235,0.3738645911216736,1.0233614464112422
10.0,125.0,14.000000000000002,PASS,0.042468730360269547,0.3274407982826233,0.1296989580498567
10.0,125.0,15.0,PASS,0.05392983555793762,0.3391331434249878,0.15902260396399817
10.0,125.0,16.0,PASS,0.08419166505336761,0.359819233417511,0.23398322611531175
10.0,130.0,1.0,PASS,0.8388317823410034,0.2797190248966217,2.9988370746359427
10.0,130.0,2.0,PASS,0.46919670701026917,0.25926002860069275,1.809753356669249
10.0,130.0,3.0,PASS,0.7160293459892273,0.25477084517478943,2.810483850685444
10.0,130.0,4.0,PASS,0.668573796749115,0.2567611038684845,2.6038749120332687
10.0,130.0,5.0,PASS,1.0298558473587036,0.2864092290401459,3.595749518303229
10.0,130.0,6.0,PASS,0.5219377279281616,0.25826433300971985,2.020943898236689
10.0,130.0,7.000000000000001,PASS,0.7987476587295532,0.27988290786743164,2.853863656111095
10.0,130.0,8.0,PASS,0.8615289330482483,0.35488173365592957,2.4276508237629697
10.0,130.0,9.0,PASS,0.543377697467804,0.3073280453681946,1.768070651725943
10.0,130.0,10.0,PASS,0.3752251863479614,0.3215804994106293,1.1668157336519114
10.0,130.0,11.0,PASS,0.42248114943504333,0.3604784607887268,1.1720010913014183
10.0,130.0,12.0,PASS,0.045913420617580414,0.3128037452697754,0.14678027776803856
10.0,130.0,13.0,PASS,0.03978141024708748,0.33949559926986694,0.11717798502438029
10.0,130.0,14.000000000000002,PASS,0.16164281964302063,0.36615315079689026,0.4414623205924177
10.0,130.0,15.0,PASS,0.031388990581035614,0.34180521965026855,0.09183297614106799
10.0,130.0,16.0,PASS,-0.10587184876203537,0.32823336124420166,-0.32255054257957644
10.0,135.0,1.0,PASS,0.7245426774024963,0.24126622080802917,3.003083792567053
10.0,135.0,2.0,PASS,0.923054575920105,0.267301470041275,3.453234192006399
10.0,135.0,3.0,PASS,0.6783946752548218,0.2309989035129547,2.936787425992161
10.0,135.0,4.0,PASS,0.7734085321426392,0.26513996720314026,2.9169820766783254
10.0,135.0,5.0,PASS,0.8983098268508911,0.28973492980003357,3.1004540166105543
10.0,135.0,6.0,PASS,0.8116074204444885,0.28921955823898315,2.8061982577743043
10.0,135.0,7.000000000000001,PASS,0.7649156451225281,0.24653440713882446,3.1026729858919904
10.0,135.0,8.0,PASS,0.6340885162353516,0.29811251163482666,2.127010747580025
10.0,135.0,9.0,PASS,0.21794798970222473,0.2818048298358917,0.7734004765963243
10.0,135.0,10.0,PASS,0.30296483635902405,0.3052137494087219,0.9926316784415689
10.0,135.0,11.0,PASS,0.15883111953735352,0.29796072840690613,0.5330605828042141
10.0,135.0,12.0,PASS,0.47144752740859985,0.36220577359199524,1.3016013597277978
10.0,135.0,13.0,PASS,-0.006896463222801685,0.2893429100513458,-0.023834913465057297
10.0,135.0,14.000000000000002,PASS,0.2165669947862625,0.3498917818069458,0.6189542196957178
10.0,135.0,15.0,PASS,-0.016201866790652275,0.3602622151374817,-0.044972428719646296
10.0,135.0,16.0,PASS,-0.019394267350435257,0.3297320306301117,-0.05881826922720604
10.0,140.0,1.0,PASS,0.637086808681488,0.20940560102462769,3.0423580150874847
10.0,140.0,2.0,PASS,0.7560722827911377,0.23951011896133423,3.156744633879939
10.0,140.0,3.0,PASS,0.7455669641494751,0.266821026802063,2.794258657517881
10.0,140.0,4.0,PASS,0.5587882995605469,0.2584448456764221,2.162118180759389
10.0,140.0,5.0,PASS,0.7135058641433716,0.274513840675354,2.599161712167289
10.0,140.0,6.0,PASS,0.896911084651947,0.312757670879364,2.8677508760381483
10.0,140.0,7.000000000000001,PASS,0.5422681570053101,0.29817628860473633,1.818615958843538
10.0,140.0,8.0,PASS,-0.10160742700099945,0.25147420167922974,-0.40404712023146516
10.0,140.0,9.0,PASS,0.27462515234947205,0.23991349339485168,1.1446840628404824
10.0,140.0,10.0,PASS,0.22930310666561127,0.30167800188064575,0.7600922348866905
10.0,140.0,11.0,PASS,0.05355540290474892,0.2762809097766876,0.19384402254950112
10.0,140.0,12.0,PASS,-0.0010927452240139246,0.2927231192588806,-0.003733033546446718
10.0,140.0,13.0,PASS,0.10160521417856216,0.3012133240699768,0.33731978654090883
10.0,140.0,14.000000000000002,PASS,0.08232277631759644,0.3270810544490814,0.25168922258813403
10.0,140.0,15.0,PASS,-0.1258905977010727,0.3220752775669098,-0.3908732103007175
10.0,140.0,16.0,PASS,-0.09928081184625626,0.33615460991859436,-0.2953427051626596
10.0,145.0,1.0,PASS,0.8982508182525635,0.2694433033466339,3.33372849536728
10.0,145.0,2.0,PASS,0.8763594627380371,0.27431702613830566,3.194695841796537
10.0,145.0,3.0,PASS,0.7845045328140259,0.24610480666160583,3.1876847244707407
10.0,145.0,4.0,PASS,0.6952990293502808,0.2683955430984497,2.5905759139049462
10.0,145.0,5.0,PASS,0.20621201395988464,0.24541744589805603,0.8402500205529115
10.0,145.0,6.0,PASS,0.4704418182373047,0.27742815017700195,1.6957248856583518
10.0,145.0,7.000000000000001,PASS,0.289823442697525,0.2573549747467041,1.1261621928341479
10.0,145.0,8.0,PASS,0.36594295501708984,0.2684381902217865,1.3632298545700368
10.0,145.0,9.0,PASS,0.4289070963859558,0.2719464898109436,1.5771746003566023
10.0,145.0,10.0,PASS,0.22319315373897552,0.26467812061309814,0.8432625757730665
10.0,145.0,11.0,PASS,0.02664317563176155,0.2652462422847748,0.10044694847422869
10.0,145.0,12.0,PASS,0.14533832669258118,0.27928945422172546,0.5203860170717307
10.0,145.0,13.0,PASS,0.1054813414812088,0.2991237938404083,0.35263440640060323
10.0,145.0,14.000000000000002,PASS,0.15828531980514526,0.2877792716026306,0.550023352702441
10.0,145.0,15.0,PASS,0.13084633648395538,0.3287559151649475,0.3980045086589713
10.0,145.0,16.0,PASS,0.27640965580940247,0.33122342824935913,0.8345111856076481
10.0,150.0,1.0,PASS,0.7406269907951355,0.26254525780677795,2.82094979350267
10.0,150.0,2.0,PASS,0.6532078981399536,0.27043619751930237,2.415386342996229
10.0,150.0,3.0,PASS,0.6325298547744751,0.258975625038147,2.442430073028316
10.0,150.0,4.0,PASS,0.5461800694465637,0.2507731020450592,2.177985058973452
10.0,150.0,5.0,PASS,0.4167861044406891,0.27502375841140747,1.5154549077800747
10.0,150.0,6.0,PASS,0.2692030966281891,0.2625909149646759,1.0251805423824456
10.0,150.0,7.000000000000001,PASS,0.26618286967277527,0.26967617869377136,0.9870462825529618
10.0,150.0,8.0,PASS,0.20144683122634888,0.27624982595443726,0.7292197579866498
10.0,150.0,9.0,PASS,0.17390620708465576,0.2929181158542633,0.5937024638352515
10.0,150.0,10.0,PASS,0.31723424792289734,0.30176037549972534,1.051278675662922
10.0,150.0,11.0,PASS,0.5078722238540649,0.33644187450408936,1.509539276591719
10.0,150.0,12.0,PASS,0.14005327224731445,0.28528353571891785,0.490926586051938
10.0,150.0,13.0,PASS,0.23810824751853943,0.2991337180137634,0.7959926721052016
10.0,150.0,14.000000000000002,PASS,0.10918914526700974,0.30471691489219666,0.3583297806281574
10.0,150.0,15.0,PASS,0.2369971126317978,0.3201850950717926,0.7401878359723703
10.0,150.0,16.0,PASS,0.19623029232025146,0.316776305437088,0.6194601330724306
